ProductCategory,StockCode,Description,OrderCount,UnitsSold,TotalRevenue,AvgUnitPrice,UniqueCustomers
Candles & Lighting,23047,PAPER LANTERN 5 POINT SEQUIN STAR,21,50,287.5,5.75,21
Home Décor,23430,BLUE RETRO KITCHEN WALL CLOCK,17,35,285.25,8.15,16
Uncategorised,90160C,TURQ+RED BOUDICCA LARGE BRACELET,16,41,284.95,6.95,14
Uncategorised,90200B,BLACK SWEETHEART BRACELET,24,67,284.75,4.25,18
Uncategorised,21128,GOLD FISHING GNOME,16,47,284.16,6.92,12
Uncategorised,35912B,WHITE/PINK CHICK DECORATION,18,249,283.89,1.23,15
Kitchenware & Dining,37413,ICON MUG REVOLUTIONARY,79,701,283.71,0.41,52
Christmas & Seasonal,22043,CHRISTMAS CARD SCREEN PRINT ,43,1188,283.32,0.24,40
Home Décor,20838,FRENCH LATTICE CUSHION COVER ,33,330,282.94,0.92,30
Uncategorised,84915,HAND TOWEL PINK FLOWER AND DAISY,11,199,281.95,2.89,8
Home Décor,84924A,WAKE UP COCKEREL CALENDAR SIGN ,24,72,281.13,4.06,21
Uncategorised,71101E,STANDING FAIRY POLE SUPPORT ,22,348,280.2,0.83,17
Kitchenware & Dining,23579,SNACK TRAY I LOVE LONDON,24,151,280.05,1.94,22
Uncategorised,22547,MINI JIGSAW DINOSAUR ,50,738,279.51,0.44,41
Candles & Lighting,21286,RETROSPOT CANDLE  LARGE,18,255,279.37,1.26,17
Uncategorised,85136C,RED SHARK HELICOPTER,25,35,278.25,7.95,20
Uncategorised,35095B,RED VICTORIAN FABRIC OVAL BOX,41,772,277.44,0.42,36
Candles & Lighting,72122,COFFEE SCENT PILLAR CANDLE,44,292,277.4,0.95,38
Stationery & Cards,16169M,WRAP DAISY CARPET ,25,660,277.2,0.42,24
Stationery & Cards,21850,BLUE  DIAMANTE PEN IN GIFT BOX,21,61,276.75,4.92,12
Christmas & Seasonal,22049,WRAP CHRISTMAS SCREEN PRINT,31,1025,275.25,0.26,26
Home Décor,21371,MIRRORED WALL ART POPPIES,32,275,274.65,1.09,27
Christmas & Seasonal,21811,CHRISTMAS HANGING HEART WITH BELL,17,219,273.75,1.25,16
Uncategorised,84920,PINK FLOWER FABRIC PONY,26,73,273.75,3.75,22
Uncategorised,84509C,SET OF 4 POLKADOT PLACEMATS ,23,78,273.3,3.72,20
Candles & Lighting,20936,FORKED CACTUS CANDLE,26,92,272.98,3.09,21
Home Décor,20831,GOLD PHOTO FRAME,24,169,272.34,1.86,19
Uncategorised,21189,WHITE HONEYCOMB PAPER GARLAND ,29,165,272.25,1.65,27
Home Décor,82613D,METAL SIGN CUPCAKE SINGLE HOOK,50,470,272.1,0.96,43
Home Décor,21248,DOOR HANGER  MUM + DADS ROOM,52,187,271.15,1.45,45
Candles & Lighting,72800B, 4 PURPLE FLOCK DINNER CANDLES,36,140,270.76,2.32,31
Uncategorised,21454,PAINTED PINK RABBIT ,43,318,270.3,0.85,41
Stationery & Cards,35001W,HAND OPEN SHAPE DECO.WHITE,5,92,270.02,3.08,5
Home Décor,22409,MONEY BOX BISCUITS DESIGN,45,216,270.0,1.25,36
Home Décor,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",45,401,268.85,1.03,39
Uncategorised,21644,ASSORTED TUTTI FRUTTI HEART BOX,32,215,268.75,1.25,29
Bags & Accessories,23203,JUMBO BAG VINTAGE DOILEY ,6,143,268.44,2.03,6
Home Décor,23032,DOORKNOB CRACKED GLAZE IVORY,5,180,268.2,1.62,5
Uncategorised,21785,RAIN PONCHO ,4,411,267.95,0.81,3
Uncategorised,17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",25,105,267.75,2.55,24
Kitchenware & Dining,21445,12 PINK ROSE PEG PLACE SETTINGS,21,214,267.5,1.25,17
Candles & Lighting,85230E,STRAWBRY SCENTED VOTIVE CANDLE,24,1101,267.45,0.27,17
Kitchenware & Dining,84926D,LA PALMIERA TILE COASTER,31,705,266.64,0.65,25
Stationery & Cards,16236,KITTY PENCIL ERASERS,73,1296,266.56,0.21,59
Uncategorised,23481,PEARLISED IVORY HEART SMALL ,27,217,266.21,1.24,23
Stationery & Cards,23489,"GARLAND, VINTAGE BELLS",10,92,265.88,2.89,10
Stationery & Cards,16238,PARTY TIME PENCIL ERASERS,78,1261,265.51,0.24,61
Uncategorised,21167,WHITE SAGE INCENSE,25,1260,264.6,0.21,20
Candles & Lighting,72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,37,626,262.92,0.42,36
Stationery & Cards,85019C,CURIOUS  IMAGES NOTEBOOK SET,10,181,262.25,2.45,9
Novelty & Gifts,21221,SET/4 BADGES CUTE CREATURES,24,201,262.14,1.3,24
Uncategorised,84598,BOYS ALPHABET IRON ON PATCHES,5,1248,262.08,0.21,5
Uncategorised,84849A,HELLO SAILOR BLUE SOAP HOLDER,31,155,261.95,1.69,25
Uncategorised,23194,GYMKHANNA TREASURE BOOK BOX,14,120,261.84,2.19,14
Stationery & Cards,16012,FOOD/DRINK SPONGE STICKERS,35,1244,261.24,0.21,33
Stationery & Cards,21849,SILVER DIAMANTE PEN IN GIFT BOX,22,52,260.74,5.08,16
Candles & Lighting,79337,BLUE FLOCK GLASS CANDLEHOLDER,10,644,259.96,0.63,9
Uncategorised,71270,PHOTO CLIP LINE,31,207,259.96,1.28,16
Uncategorised,20770,ABSTRACT CIRCLE JOURNAL ,28,108,259.2,2.53,24
Kitchenware & Dining,21403,BLUE EGG  SPOON,71,1718,258.72,0.13,58
Uncategorised,17013D,ORIGAMI ROSE INCENSE IN TUBE,11,532,257.88,0.87,10
Kitchenware & Dining,22268,DECORATION SITTING BUNNY,41,1335,257.61,0.21,32
Uncategorised,21386,IVORY HANGING DECORATION  EGG,46,713,257.57,0.45,42
Uncategorised,22765,NEWSPAPER STAND,3,25,257.37,13.26,3
Novelty & Gifts,21222,SET/4 BADGES BEETLES,35,198,257.18,1.47,26
Candles & Lighting,85230G,ORANGE VOTIVE CANDLE,25,1032,257.04,0.27,20
Home Décor,21250,SET OF SKULL WALL STICKERS,17,92,257.0,2.93,15
Home Décor,84708B,PINK JEWELLED PHOTO FRAME ,14,53,256.75,4.85,13
Uncategorised,85188A,GREEN METAL SWINGING BUNNY,34,302,256.7,0.85,29
Uncategorised,22287,DECORATION WOBBLY CHICKEN,29,521,256.11,0.65,25
Bags & Accessories,20854,BLUE PATCH PURSE PINK HEART,17,166,256.1,1.64,16
Stationery & Cards,21719,LOVELY BONBON STICKER SHEET,34,301,255.85,0.85,29
Kitchenware & Dining,23015,CORDIAL GLASS JUG,13,31,255.75,8.25,13
Uncategorised,90062,CARNIVAL BRACELET,6,20,255.0,12.75,6
Home Décor,84876B,GREEN HEART COMPACT MIRROR,20,203,253.75,1.25,17
Uncategorised,20684,STRAWBERRY DREAM CHILDS UMBRELLA,32,78,253.5,3.25,30
Christmas & Seasonal,35954,SMALL FOLKART STAR CHRISTMAS DEC,32,1124,253.35,0.26,30
Kitchenware & Dining,23137,ZINC WIRE SWEETHEART LETTER TRAY,20,80,253.24,3.45,18
Stationery & Cards,16218,CARTOON  PENCIL SHARPENERS,50,3760,253.2,0.07,43
Kitchenware & Dining,84596E,SMALL LICORICE DES PINK BOWL,35,392,253.05,0.76,33
Uncategorised,22134,MINI LADLE LOVE HEART RED ,54,631,252.66,0.46,28
Christmas & Seasonal,84341B,SMALL PINK MAGIC CHRISTMAS TREE,33,618,252.23,0.5,30
Uncategorised,47563A,RETRO LONGBOARD IRONING BOARD COVER,45,199,251.25,1.3,31
Bags & Accessories,84858C,PINK RIVIERA HANDBAG,5,185,250.05,4.07,4
Candles & Lighting,21666,RIDGED GLASS T-LIGHT HOLDER,33,384,249.6,0.65,21
Uncategorised,21265,PINK GOOSE FEATHER TREE 60CM,16,128,249.6,1.95,15
Uncategorised,85204,HANGING WOOD AND FELT FLOWER,42,1876,249.48,0.19,40
Kitchenware & Dining,22703,PINK CAT BOWL,40,168,249.42,1.61,30
Kitchenware & Dining,21067,VINTAGE RED TEATIME MUG,41,203,249.38,1.25,30
Bags & Accessories,84859A,SILVER DISCO HANDBAG,30,123,248.21,2.22,24
Uncategorised,20755,BLUE PAISLEY POCKET BOOK,50,292,248.2,0.85,44
Uncategorised,78124,MAGAZINE RACK GEBRA ASSORTED ,17,191,247.75,1.33,16
Uncategorised,23476,WOODLAND LARGE RED FELT HEART,18,198,247.5,1.25,18
Candles & Lighting,84952B,BLACK LOVE BIRD T-LIGHT HOLDER,13,145,247.46,3.27,10
Stationery & Cards,23168,CLASSIC SUGAR DISPENSER,12,216,247.32,1.2,12
Uncategorised,35964,FOLKART CLIP ON STARS,37,624,246.78,0.43,34
Candles & Lighting,22214,CANDLE PLATE LACE WHITE,21,114,246.7,2.38,18
Kitchenware & Dining,22108,PING! MICROWAVE PLATE,28,101,246.53,2.86,16
Uncategorised,23474,WOODLAND SMALL BLUE FELT HEART,27,297,246.51,0.83,26
Bags & Accessories,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,24,117,245.7,2.1,21
Uncategorised,21190,PINK HEARTS PAPER GARLAND,7,168,245.2,1.59,6
Kitchenware & Dining,79190B,RETRO PLASTIC POLKA TRAY,35,655,245.1,0.42,24
Candles & Lighting,17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,24,270,244.9,1.11,21
Stationery & Cards,20669,RED HEART LUGGAGE TAG,42,195,243.75,1.25,36
Kitchenware & Dining,23149,ANTIQUE IVORY WIRE BOWL SMALL,19,97,241.53,2.49,17
Uncategorised,85129D,BEADED CRYSTAL HEART PINK SMALL,34,166,241.38,1.49,16
Uncategorised,22259,FELT FARM ANIMAL HEN,16,384,240.96,1.05,16
Uncategorised,22069,BROWN  PIRATE TREASURE CHEST ,37,220,240.78,1.42,26
Kitchenware & Dining,23495,SET OF 3 PANTRY WOODEN SPOONS,24,192,240.0,1.25,21
Uncategorised,84569A,PACK 3 IRON ON DOG PATCHES,26,191,239.96,1.3,26
Stationery & Cards,22052,VINTAGE CARAVAN GIFT WRAP,23,571,239.82,0.42,22
Uncategorised,23324,RUSTIC STRAWBERRY JAMPOT LARGE ,6,120,238.56,2.04,6
Home Décor,23028,DOORKNOB CRACKED GLAZE BLUE,3,162,238.5,1.58,3
Candles & Lighting,72131,COLUMBIAN CANDLE RECTANGLE,18,137,238.35,1.9,14
Uncategorised,21269,ANTIQUE CREAM CUTLERY SHELF ,18,28,238.0,8.5,17
Uncategorised,85203,HANGING WOOD AND FELT BUTTERFLY ,49,570,237.96,0.42,45
Stationery & Cards,21632,VINTAGE PINK DECORATIVE PARASOL,5,60,237.0,3.95,5
Candles & Lighting,85169D,PINK LOVE BIRD CANDLE,22,232,236.48,1.17,20
Home Décor,22512,DOORSTOP RACING CAR DESIGN,32,118,236.0,2.68,28
Home Décor,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",37,361,235.45,1.01,33
Candles & Lighting,72800C,4 PINK DINNER CANDLE SILVER FLOCK,30,126,235.06,2.28,26
Candles & Lighting,47351B,BLUE  VOILE LAMPSHADE,9,86,234.5,2.91,7
Kitchenware & Dining,23567,EGG CUP HENRIETTA HEN PINK,18,187,233.75,1.25,15
Uncategorised,20615,BLUE POLKADOT PASSPORT COVER,35,231,233.34,1.48,28
Novelty & Gifts,22129,PARTY CONES CANDY DECORATION,8,296,233.28,1.44,6
Stationery & Cards,21725,SWEETIES  STICKERS,32,274,232.9,0.85,26
Home Décor,85023B,EAU DE NILE JEWELLED PHOTOFRAME,12,104,232.8,2.51,10
Uncategorised,90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,15,612,232.56,0.38,15
Uncategorised,23475,WOODLAND SMALL PINK FELT HEART,26,280,232.4,0.83,25
Uncategorised,21442,GREEN BIRDHOUSE DECORATION,36,389,232.01,0.72,31
Stationery & Cards,84559A,3D SHEET OF DOG STICKERS,42,272,231.98,0.87,34
Uncategorised,23447,PINK BUNNY EASTER EGG BASKET,4,158,231.9,1.6,4
Home Décor,20867,PINK ROSE FABRIC MIRROR,25,187,231.47,1.24,23
Bags & Accessories,20856,DENIM PATCH PURSE PINK BUTTERFLY,27,140,231.0,1.65,26
Uncategorised,21973,SET OF 36 MUSHROOM PAPER DOILIES,30,159,230.55,1.45,25
Bags & Accessories,47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,15,518,230.4,0.62,12
Stationery & Cards,20897,VINTAGE NOTEBOOK PARIS DAYS,8,85,230.35,2.9,8
Uncategorised,21455,PAINTED YELLOW WOODEN DAISY,32,271,230.35,0.85,32
Uncategorised,23446,BLUE BUNNY EASTER EGG BASKET,3,157,230.25,1.58,3
Bags & Accessories,21051,RIBBONS PURSE ,24,108,228.83,2.18,23
Candles & Lighting,23036,T-LIGHT HOLDER SILVER PETIT FOUR ,15,183,228.75,1.25,14
Uncategorised,85200,BUNNY EGG BOX,26,183,228.75,1.25,24
Uncategorised,85093,CANDY SPOT EGG WARMER HARE,20,451,227.49,0.59,20
Stationery & Cards,16216,LETTER SHAPE PENCIL SHARPENER,41,3316,227.14,0.09,38
Uncategorised,84678,CLASSICAL ROSE SMALL VASE,10,138,227.1,2.16,10
Home Décor,23522,WALL ART DOG AND BALL ,17,89,226.29,2.65,17
Kitchenware & Dining,22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,24,112,225.92,2.41,23
Bags & Accessories,23003,TRAVEL CARD WALLET VINTAGE ROSE ,52,541,225.78,0.42,38
Home Décor,84661B,BLACK SQUARE TABLE CLOCK,12,95,225.49,2.57,10
Candles & Lighting,84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,9,140,225.0,3.0,7
Uncategorised,22632,HAND WARMER RED POLKA DOT,18,120,225.0,1.86,2
Bags & Accessories,22280,POCKET BAG PINK PAISELY BROWN SPOT,30,177,224.88,1.36,26
Christmas & Seasonal,21818,GLITTER CHRISTMAS HEART ,18,264,224.4,0.85,17
Home Décor,22447,PIN CUSHION BABUSHKA BLUE,16,75,223.95,3.09,16
Uncategorised,21441,BLUE BIRDHOUSE DECORATION,38,376,223.3,0.76,34
Stationery & Cards,23413,DECORATIVE VINTAGE COFFEE  BOX,16,47,223.05,4.9,13
Candles & Lighting,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,34,135,222.75,1.65,28
Uncategorised,90161B,ANT COPPER TURQ BOUDICCA BRACELET,12,45,222.75,4.95,10
Uncategorised,90161C,ANT COPPER LIME BOUDICCA BRACELET,15,45,222.75,4.95,13
Uncategorised,90160D,PINK BOUDICCA LARGE BRACELET,9,32,222.4,6.95,9
Uncategorised,84218,BOX/12 CHICK & EGG IN BASKET,40,122,222.3,1.94,37
Candles & Lighting,85161,ACRYLIC GEOMETRIC LAMP,9,12,221.4,18.73,8
Uncategorised,20782,CAMOUFLAGE EAR MUFF HEADPHONES,17,40,221.36,5.59,12
Kitchenware & Dining,84563B,BLUE & WHITE BREAKFAST TRAY,21,73,221.35,3.2,18
Kitchenware & Dining,37482P,CUBIC MUG PINK POLKADOT,34,489,220.95,0.62,30
Uncategorised,85186A,EASTER BUNNY GARLAND OF FLOWERS,37,525,220.5,0.42,35
Home Décor,84422,PINK/BLUE DISC/MIRROR STRING,8,551,220.41,0.45,8
Kitchenware & Dining,47422,ASSORTED MONKEY SUCTION CUP HOOK,42,555,220.14,0.42,16
Candles & Lighting,72800D,4 BLUE DINNER CANDLES SILVER FLOCK,29,86,219.3,2.55,20
Kitchenware & Dining,23580,SNACK TRAY HAPPY FOREST  ,21,111,216.45,1.95,20
Candles & Lighting,23360,SET 8 CANDLES VINTAGE DOILEY,7,122,216.3,1.91,7
Uncategorised,90160A,PURPLE BOUDICCA LARGE BRACELET,11,31,215.45,6.95,10
Uncategorised,23141,TRIPLE WIRE HOOK PINK HEART,18,68,215.0,3.59,18
Home Décor,85124C,GREEN JUICY FRUIT PHOTO FRAME,31,84,214.2,2.55,23
Uncategorised,84931A,PINK SCOTTIE DOG W FLOWER PATTERN,22,84,214.2,2.55,20
Home Décor,21293,MIRRORED DOVE WALL DECORATION,18,101,214.13,2.21,14
Uncategorised,20794,BLUE  TILE HOOK,15,85,213.15,2.52,15
Home Décor,22410,MONEY BOX HOUSEKEEPING DESIGN,46,223,212.88,1.15,34
Uncategorised,84051,ASS COLOUR GLOWING TIARAS,24,280,212.8,0.84,24
Uncategorised,17084N,FAIRY DREAMS INCENSE ,32,1025,212.75,0.21,25
Uncategorised,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,16,72,212.4,2.95,13
Uncategorised,84584,PINK GINGHAM CAT WITH SCARF,18,83,211.65,2.55,18
Novelty & Gifts,47310M,SMALL POP BOX FUNKY MONKEY,34,172,210.48,1.36,20
Uncategorised,75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,9,455,210.19,0.97,6
Bags & Accessories,22896,PEG BAG APPLE DESIGN,1,100,210.0,2.1,1
Stationery & Cards,22164,STRING OF STARS CARD HOLDER,12,71,209.45,2.95,11
Home Décor,85124B,BLUE JUICY FRUIT PHOTO FRAME,29,82,209.1,2.55,23
Uncategorised,90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,12,21,208.95,9.95,10
Candles & Lighting,72127,COLUMBIAN CANDLE ROUND ,29,168,208.1,1.24,25
Uncategorised,79051A,SMOKEY GREY COLOUR D.O.F. GLASS,26,591,207.39,0.36,23
Bags & Accessories,84592,CROCHET ROSE PURSE WITH SUEDE BACK,17,70,206.5,2.95,15
Novelty & Gifts,22954,HEN PARTY CORDON BARRIER TAPE,28,165,206.25,1.25,20
Uncategorised,20619,TROPICAL PASSPORT COVER ,22,142,206.23,2.31,16
Home Décor,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,64,362,205.98,0.68,58
Candles & Lighting,84596J,MIXED NUTS LIGHT GREEN BOWL,27,469,205.28,0.51,21
Candles & Lighting,21324,HANGING MEDINA LANTERN SMALL,20,69,203.55,2.95,20
Candles & Lighting,85230A,OPIUM SCENTED VOTIVE CANDLE,18,840,203.28,0.26,14
Candles & Lighting,71053,WHITE MOROCCAN METAL LANTERN,12,48,202.92,4.77,9
Bags & Accessories,21580,RABBIT  DESIGN  COTTON TOTE BAG,24,90,202.5,2.25,21
Stationery & Cards,21758,VINTAGE SHELLS PRINT,14,32,202.4,6.41,13
Candles & Lighting,21651,HANGING GLASS ETCHED TEALIGHT,10,131,201.75,1.61,9
Home Décor,84919,BLUE CUSHION COVER WITH FLOWER,9,29,201.55,6.95,9
Uncategorised,21456,2 PICTURE BOOK EGGS EASTER CHICKS,19,161,201.25,1.25,17
Uncategorised,21147,JINGLE BELLS TREE DECORATION,21,89,200.94,2.28,11
Stationery & Cards,22038,BOTANICAL LAVENDER GIFT WRAP ,19,475,199.5,0.42,19
Bags & Accessories,84857C,PINK MONTE CARLO HANDBAG,8,95,198.35,2.77,8
Uncategorised,20780,BLACK EAR MUFF HEADPHONES,17,37,198.35,5.72,13
Kitchenware & Dining,84926A,WAKE UP COCKEREL TILE COASTER,31,597,198.09,0.48,24
Kitchenware & Dining,84563A,PINK & WHITE BREAKFAST TRAY,14,59,198.05,4.02,11
Uncategorised,21458,2 PICTURE BOOK EGGS EASTER BUNNY,19,158,197.5,1.25,18
Christmas & Seasonal,22044,CHRISTMAS CARD STACK OF PRESENTS,36,816,196.44,0.26,35
Stationery & Cards,21726,MULTI HEARTS  STICKERS,36,231,196.35,0.85,29
Candles & Lighting,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,23,179,195.9,1.83,13
Uncategorised,20707,CRAZY DAISY HEART DECORATION,31,155,195.52,1.54,20
Bags & Accessories,21000,ROSE DU SUD COSMETICS BAG,16,46,195.5,4.25,16
Stationery & Cards,20652,BLUE POLKADOT LUGGAGE TAG ,33,150,194.76,1.42,26
Kitchenware & Dining,21657,MILK BOTTLE WITH GLASS STOPPER ,15,28,194.6,6.95,11
Uncategorised,47367B,PAIR PADDED HANGERS PINK CHECK,11,57,194.55,3.68,11
Uncategorised,22257,FELT FARM ANIMAL SHEEP,16,283,194.39,1.16,16
Uncategorised,21360,JOY LARGE WOOD LETTERS,14,37,194.15,7.38,14
Uncategorised,35911A,MULTICOLOUR RABBIT EGG WARMER,25,205,194.15,1.1,23
Home Décor,21253,SET OF PICTURE FRAME  STICKERS,16,66,192.54,2.82,14
Christmas & Seasonal,21801,CHRISTMAS TREE DECORATION WITH BELL,22,457,191.94,0.42,22
Candles & Lighting,85169B,BLACK LOVE BIRD CANDLE,25,201,191.49,1.15,17
Candles & Lighting,21815,STAR  T-LIGHT HOLDER ,18,132,191.4,1.45,15
Uncategorised,21882,SKULLS TAPE,38,600,191.28,0.53,35
Home Décor,84876D,BLUE HEART COMPACT MIRROR,12,125,191.25,2.4,12
Uncategorised,90209B,GREEN ENAMEL+GLASS HAIR COMB,11,105,191.1,2.05,7
Stationery & Cards,21676,FLOWERS  STICKERS,32,211,191.05,1.09,21
Home Décor,22137,BATHROOM SET LOVE HEART DESIGN,11,68,191.0,2.91,9
Uncategorised,22394,PAPERWEIGHT KINGS CHOICE ,16,160,190.8,1.61,16
Home Décor,21945,STRAWBERRIES  DESIGN FLANNEL ,29,225,190.79,0.83,27
Stationery & Cards,20902,VINTAGE KEEPSAKE BOX PARIS DAYS,6,33,190.35,6.22,6
Uncategorised,20763,DAISY SKETCHBOOK ,25,71,189.96,3.7,24
Home Décor,21161,KEEP OUT BOYS DOOR HANGER ,34,131,189.95,1.45,25
Toys & Games,23229,DONKEY TAIL GAME ,4,54,189.54,3.66,4
Uncategorised,90201B,BLACK ENAMEL FLOWER RING,10,64,188.8,2.95,9
Uncategorised,84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,6,99,188.37,2.23,6
Candles & Lighting,85179A,GREEN BITTY LIGHT CHAIN,17,119,188.31,2.98,15
Uncategorised,21425,SKULLS STORAGE BOX LARGE,16,67,188.05,2.93,12
Uncategorised,90184B,AMETHYST CHUNKY BEAD BRACELET W STR,11,21,187.95,8.95,11
Kitchenware & Dining,21520,BOOZE & WOMEN GREETING CARD ,33,457,187.62,0.42,29
Stationery & Cards,16048,TEATIME ROUND PENCIL SHARPENER ,47,1437,186.84,0.13,41
Christmas & Seasonal,85045,GREEN CHRISTMAS TREE STRING 20LIGHT,10,41,186.15,4.88,9
Uncategorised,22391,PAPERWEIGHT HOME SWEET HOME,18,146,186.06,1.6,18
Stationery & Cards,84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,20,398,185.1,0.64,19
Christmas & Seasonal,23436,GIFT BAG LARGE VINTAGE CHRISTMAS,9,148,185.0,1.25,9
Uncategorised,20819,SILVER TEDDY BEAR,16,48,183.71,3.98,14
Stationery & Cards,84559B,3D SHEET OF CAT STICKERS,43,216,183.6,0.85,36
Uncategorised,20771,CHRYSANTHEMUM  JOURNAL,27,71,183.46,2.64,21
Candles & Lighting,22216,T-LIGHT HOLDER WHITE LACE,20,327,182.31,0.71,17
Kitchenware & Dining,35965,FOLKART HEART NAPKIN RINGS,28,181,181.87,1.41,22
Uncategorised,22541,MINI JIGSAW LEAP FROG,21,466,181.04,0.43,19
Uncategorised,84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,8,70,180.58,2.68,8
Uncategorised,22157,ANGEL DECORATION WITH LACE PADDED,11,212,180.2,0.85,11
Stationery & Cards,23697,A PRETTY THANK YOU CARD,26,438,179.64,0.42,26
Uncategorised,78033,FLAG OF ST GEORGE CHAIR,7,37,179.35,5.46,6
Home Décor,84707B,PINK JEWELLED MIRROR TRINKET TRAY,13,29,178.56,8.87,13
Kitchenware & Dining,21270,ANTIQUE CREAM CUTLERY CUPBOARD,13,14,178.5,12.75,12
Uncategorised,84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,10,14,178.5,12.75,10
Toys & Games,23126,DOLLCRAFT GIRL AMELIE,8,36,178.2,4.95,8
Kitchenware & Dining,84926F,PSYCHEDELIC TILE COASTER,23,423,178.0,0.91,18
Home Décor,21944,KITTENS DESIGN FLANNEL,33,232,177.88,0.77,24
Bags & Accessories,47594B,SCOTTIES DESIGN WASHBAG,30,91,177.45,1.95,26
Uncategorised,21026,SPACE OWL,22,143,177.37,1.34,20
Bags & Accessories,84859C,PINK DISCO HANDBAG,21,83,176.39,2.35,17
Kitchenware & Dining,84313B,BLUE TV TRAY TABLE ,13,76,175.8,3.19,6
Uncategorised,21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,22,129,175.05,1.48,21
Toys & Games,84691,PACK 20 DOLLY PEGS,4,242,174.5,0.75,2
Uncategorised,84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,11,127,174.31,1.54,11
Christmas & Seasonal,21807,WHITE CHRISTMAS STAR DECORATION,25,415,174.3,0.42,24
Uncategorised,90200A,PURPLE SWEETHEART BRACELET,16,41,174.25,4.25,14
Uncategorised,85186C,BUNNY EGG GARLAND,33,413,173.46,0.42,32
Home Décor,21911,GARDEN METAL SIGN ,20,105,173.25,1.65,18
Uncategorised,44235,ASS COL CIRCLE MOBILE ,6,474,173.16,0.41,6
Uncategorised,20769,DAISY JOURNAL ,26,66,173.12,2.64,21
Home Décor,84637,KITCHEN FLOWER POTS WALL PLAQUE,13,29,172.55,5.95,11
Uncategorised,20847,ZINC HEART LATTICE CHARGER LARGE,14,46,172.5,3.75,12
Uncategorised,82011C,BATHROOM SCALES FOOTPRINTS IN SAND,20,51,172.05,3.67,17
Uncategorised,84913A,SOFT PINK ROSE TOWEL ,10,37,172.05,4.65,10
Uncategorised,84963A,PINK PAINTED KASHMIRI CHAIR,1,4,171.8,42.95,1
Uncategorised,90082B,DIAMANTE BOW BROOCH RED COLOUR,10,27,171.45,6.35,8
Uncategorised,85214,TUB 24 PINK FLOWER PEGS,43,103,169.95,1.65,36
Stationery & Cards,21763,VINTAGE WOODEN BAR STOOL,4,6,169.75,27.46,4
Uncategorised,21656,RIDGED GLASS POSY VASE ,17,117,169.65,1.45,15
Home Décor,21275,ZINC TOP  2 DOOR WOODEN SHELF ,9,10,169.5,16.95,9
Home Décor,84875B,GREEN SQUARE COMPACT MIRROR,15,125,168.75,1.58,14
Uncategorised,21364,PEACE SMALL WOOD LETTERS,21,25,168.75,6.75,19
Bags & Accessories,90114,SUMMER DAISIES BAG CHARM,11,66,168.3,2.55,11
Uncategorised,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,27,198,168.3,0.85,26
Bags & Accessories,62086A,PINK RETRO BIG FLOWER BAG,13,86,167.7,1.95,13
Kitchenware & Dining,85145,JARDIN ETCHED GLASS LARGE BELL JAR,13,38,167.7,5.21,12
Uncategorised,47469,ASSORTED SHAPES PHOTO CLIP SILVER ,11,359,167.11,0.64,10
Uncategorised,20622,VIPPASSPORT COVER ,21,128,166.68,1.94,18
Home Décor,21306,SET/4 DAISY MIRROR MAGNETS,36,487,166.57,0.53,35
Uncategorised,84927F,PSYCHEDELIC TILE HOOK,40,295,166.35,0.8,36
Home Décor,21311,SET/4 BIRD MIRROR MAGNETS ,44,478,165.77,0.52,40
Stationery & Cards,21279,VINTAGE KITCHEN PRINT FRUITS,12,65,165.75,2.55,12
Stationery & Cards,21280,VINTAGE KITCHEN PRINT VEGETABLES,12,65,165.75,2.55,12
Uncategorised,BANK CHARGES,Bank Charges,11,12,165.0,13.75,10
Stationery & Cards,22889,NUMBER TILE VINTAGE FONT No ,7,147,164.58,1.81,6
Uncategorised,47481,50CM METAL STRING WITH  7 CLIPS,19,222,164.22,0.84,15
Home Décor,46118,FUNKY MONKEY CUSHION COVER,18,193,164.05,0.85,12
Home Décor,85020,ROUND PINK HEART MIRROR,16,78,163.8,2.1,11
Uncategorised,21750,LARGE SKULL WINDMILL,16,78,163.8,2.1,15
